season,country,quarter,semi,final,won,highest
1999/00,Italy,0,0,0,0,0
1999/00,Scotland,0,0,0,0,0
1999/00,Spain,2,0,0,0,1
1999/00,France,1,1,0,0,2
1999/00,Portugal,0,0,0,0,0
1999/00,Holland,0,0,0,0,0
1999/00,Belgium,0,0,0,0,0
1999/00,Crotia,0,0,0,0,0
1999/00,Czechia,1,0,0,0,1
1999/00,Denmark,0,0,0,0,0
1999/00,Ukraine,0,0,0,0,0
1999/00,Switzerland,0,0,0,0,0
1999/00,Austria,0,0,0,0,0
1999/00,Russia,0,0,0,0,0
1999/00,Turkiye,1,1,1,1,4
1999/00,Romania,0,0,0,0,0
1999/00,Bulgaria,0,0,0,0,0
1999/00,Greece,0,0,0,0,0
1999/00,Israel,0,0,0,0,0
1999/00,Sweden,0,0,0,0,0
1999/00,Bosnia and Herzegovina,0,0,0,0,0
1999/00,Belarus,0,0,0,0,0
1999/00,Hungary,0,0,0,0,0
1999/00,Serbia,0,0,0,0,0
1999/00,Poland,0,0,0,0,0
1998/99,England,0,0,0,0,0
1998/99,Germany,0,0,0,0,0
1998/99,Norway,0,0,0,0,0
1998/99,Italy,3,2,1,1,4
1998/99,Scotland,0,0,0,0,0
1998/99,Spain,2,1,0,0,2
1998/99,France,3,1,1,0,3
1998/99,Portugal,0,0,0,0,0
1998/99,Holland,0,0,0,0,0
1998/99,Belgium,0,0,0,0,0
1998/99,Crotia,0,0,0,0,0
1998/99,Czechia,0,0,0,0,0
1998/99,Denmark,0,0,0,0,0
1998/99,Ukraine,0,0,0,0,0
1998/99,Switzerland,0,0,0,0,0
1998/99,Austria,0,0,0,0,0
1998/99,Russia,0,0,0,0,0
1998/99,Turkiye,0,0,0,0,0
1998/99,Romania,0,0,0,0,0
1998/99,Bulgaria,0,0,0,0,0
1998/99,Greece,0,0,0,0,0
1998/99,Israel,0,0,0,0,0
1998/99,Sweden,0,0,0,0,0
1998/99,Bosnia and Herzegovina,0,0,0,0,0
1998/99,Belarus,0,0,0,0,0
1998/99,Hungary,0,0,0,0,0
1998/99,Serbia,0,0,0,0,0
1998/99,Poland,0,0,0,0,0
1997/98,England,1,0,0,0,1
1997/98,Germany,1,0,0,0,1
1997/98,Norway,0,0,0,0,0
1997/98,Italy,2,2,2,1,4
1997/98,Scotland,0,0,0,0,0
1997/98,Spain,1,1,0,0,2
1997/98,France,1,0,0,0,1
1997/98,Portugal,0,0,0,0,0
1997/98,Holland,1,0,0,0,1
1997/98,Belgium,0,0,0,0,0
1997/98,Crotia,0,0,0,0,0
1997/98,Czechia,0,0,0,0,0
1997/98,Denmark,0,0,0,0,0
1997/98,Ukraine,0,0,0,0,0
1997/98,Switzerland,0,0,0,0,0
1997/98,Austria,0,0,0,0,0
1997/98,Russia,1,1,0,0,2
1997/98,Turkiye,0,0,0,0,0
1997/98,Romania,0,0,0,0,0
1997/98,Bulgaria,0,0,0,0,0
1997/98,Greece,0,0,0,0,0
1997/98,Israel,0,0,0,0,0
1997/98,Sweden,0,0,0,0,0
1997/98,Bosnia and Herzegovina,0,0,0,0,0
1997/98,Belarus,0,0,0,0,0
1997/98,Hungary,0,0,0,0,0
1997/98,Serbia,0,0,0,0,0
1997/98,Poland,0,0,0,0,0
1996/97,England,1,0,0,0,1
1996/97,Germany,1,1,1,1,4
1996/97,Norway,0,0,0,0,0
1996/97,Italy,1,1,1,0,3
1996/97,Scotland,0,0,0,0,0
1996/97,Spain,2,1,0,0,2
1996/97,France,1,1,0,0,2
1996/97,Portugal,0,0,0,0,0
1996/97,Holland,0,0,0,0,0
1996/97,Belgium,1,0,0,0,1
1996/97,Crotia,0,0,0,0,0
1996/97,Czechia,0,0,0,0,0
1996/97,Denmark,1,0,0,0,1
1996/97,Ukraine,0,0,0,0,0
1996/97,Switzerland,0,0,0,0,0
1996/97,Austria,0,0,0,0,0
1996/97,Russia,0,0,0,0,0
1996/97,Turkiye,0,0,0,0,0
1996/97,Romania,0,0,0,0,0
1996/97,Bulgaria,0,0,0,0,0
1996/97,Greece,0,0,0,0,0
1996/97,Israel,0,0,0,0,0
1996/97,Sweden,0,0,0,0,0
1996/97,Bosnia and Herzegovina,0,0,0,0,0
1996/97,Belarus,0,0,0,0,0
1996/97,Hungary,0,0,0,0,0
1996/97,Serbia,0,0,0,0,0
1996/97,Poland,0,0,0,0,0
1995/96,England,1,0,0,0,1
1995/96,Germany,1,1,1,1,4
1995/96,Norway,0,0,0,0,0
1995/96,Italy,2,0,0,0,1
1995/96,Scotland,0,0,0,0,0
1995/96,Spain,1,1,0,0,2
1995/96,France,1,1,1,0,3
1995/96,Portugal,0,0,0,0,0
1995/96,Holland,1,0,0,0,1
1995/96,Belgium,0,0,0,0,0
1995/96,Crotia,0,0,0,0,0
1995/96,Czechia,1,1,0,0,2
1995/96,Denmark,0,0,0,0,0
1995/96,Ukraine,0,0,0,0,0
1995/96,Switzerland,0,0,0,0,0
1995/96,Austria,0,0,0,0,0
1995/96,Russia,0,0,0,0,0
1995/96,Turkiye,0,0,0,0,0
1995/96,Romania,0,0,0,0,0
1995/96,Bulgaria,0,0,0,0,0
1995/96,Greece,0,0,0,0,0
1995/96,Israel,0,0,0,0,0
1995/96,Sweden,0,0,0,0,0
1995/96,Bosnia and Herzegovina,0,0,0,0,0
1995/96,Belarus,0,0,0,0,0
1995/96,Hungary,0,0,0,0,0
1995/96,Serbia,0,0,0,0,0
1995/96,Poland,0,0,0,0,0
1994/95,England,0,0,0,0,0
1994/95,Germany,3,2,0,0,2
1994/95,Norway,0,0,0,0,0
1994/95,Italy,3,2,2,1,4
1994/95,Scotland,0,0,0,0,0
1994/95,Spain,0,0,0,0,0
1994/95,France,1,0,0,0,1
1994/95,Portugal,0,0,0,0,0
1994/95,Holland,0,0,0,0,0
1994/95,Belgium,0,0,0,0,0
1994/95,Crotia,0,0,0,0,0
1994/95,Czechia,0,0,0,0,0
1994/95,Denmark,1,0,0,0,1
1994/95,Ukraine,0,0,0,0,0
1994/95,Switzerland,0,0,0,0,0
1994/95,Austria,0,0,0,0,0
1994/95,Russia,0,0,0,0,0
1994/95,Turkiye,0,0,0,0,0
1994/95,Romania,0,0,0,0,0
1994/95,Bulgaria,0,0,0,0,0
1994/95,Greece,0,0,0,0,0
1994/95,Israel,0,0,0,0,0
1994/95,Sweden,0,0,0,0,0
1994/95,Bosnia and Herzegovina,0,0,0,0,0
1994/95,Belarus,0,0,0,0,0
1994/95,Hungary,0,0,0,0,0
1994/95,Serbia,0,0,0,0,0
1994/95,Poland,0,0,0,0,0
1993/94,England,0,0,0,0,0
1993/94,Germany,3,1,0,0,2
1993/94,Norway,0,0,0,0,0
1993/94,Italy,3,2,1,1,4
1993/94,Scotland,0,0,0,0,0
1993/94,Spain,0,0,0,0,0
1993/94,France,0,0,0,0,0
1993/94,Portugal,1,0,0,0,1
1993/94,Holland,0,0,0,0,0
1993/94,Belgium,0,0,0,0,0
1993/94,Crotia,0,0,0,0,0
1993/94,Czechia,0,0,0,0,0
1993/94,Denmark,0,0,0,0,0
1993/94,Ukraine,0,0,0,0,0
1993/94,Switzerland,0,0,0,0,0
1993/94,Austria,1,1,1,0,3
1993/94,Russia,0,0,0,0,0
1993/94,Turkiye,0,0,0,0,0
1993/94,Romania,0,0,0,0,0
1993/94,Bulgaria,0,0,0,0,0
1993/94,Greece,0,0,0,0,0
1993/94,Israel,0,0,0,0,0
1993/94,Sweden,0,0,0,0,0
1993/94,Bosnia and Herzegovina,0,0,0,0,0
1993/94,Belarus,0,0,0,0,0
1993/94,Hungary,0,0,0,0,0
1993/94,Serbia,0,0,0,0,0
1993/94,Poland,0,0,0,0,0
1992/93,England,0,0,0,0,0
1992/93,Germany,1,1,1,0,3
1992/93,Norway,0,0,0,0,0
1992/93,Italy,2,1,1,1,4
1992/93,Scotland,0,0,0,0,0
1992/93,Spain,1,0,0,0,1
1992/93,France,2,2,0,0,2
1992/93,Portugal,1,0,0,0,1
1992/93,Holland,1,0,0,0,1
1992/93,Belgium,0,0,0,0,0
1992/93,Crotia,0,0,0,0,0
1992/93,Czechia,0,0,0,0,0
1992/93,Denmark,0,0,0,0,0
1992/93,Ukraine,0,0,0,0,0
1992/93,Switzerland,0,0,0,0,0
1992/93,Austria,0,0,0,0,0
1992/93,Russia,0,0,0,0,0
1992/93,Turkiye,0,0,0,0,0
1992/93,Romania,0,0,0,0,0
1992/93,Bulgaria,0,0,0,0,0
1992/93,Greece,0,0,0,0,0
1992/93,Israel,0,0,0,0,0
1992/93,Sweden,0,0,0,0,0
1992/93,Bosnia and Herzegovina,0,0,0,0,0
1992/93,Belarus,0,0,0,0,0
1992/93,Hungary,0,0,0,0,0
1992/93,Serbia,0,0,0,0,0
1992/93,Poland,0,0,0,0,0
1991/92,England,1,0,0,0,1
1991/92,Germany,0,0,0,0,0
1991/92,Norway,0,0,0,0,0
1991/92,Italy,2,2,1,0,3
1991/92,Scotland,0,0,0,0,0
1991/92,Spain,1,1,0,0,2
1991/92,France,0,0,0,0,0
1991/92,Portugal,0,0,0,0,0
1991/92,Holland,1,1,1,1,4
1991/92,Belgium,1,0,0,0,1
1991/92,Crotia,0,0,0,0,0
1991/92,Czechia,1,0,0,0,1
1991/92,Denmark,1,0,0,0,1
1991/92,Ukraine,0,0,0,0,0
1991/92,Switzerland,0,0,0,0,0
1991/92,Austria,0,0,0,0,0
1991/92,Russia,0,0,0,0,0
1991/92,Turkiye,0,0,0,0,0
1991/92,Romania,0,0,0,0,0
1991/92,Bulgaria,0,0,0,0,0
1991/92,Greece,0,0,0,0,0
1991/92,Israel,0,0,0,0,0
1991/92,Sweden,0,0,0,0,0
1991/92,Bosnia and Herzegovina,0,0,0,0,0
1991/92,Belarus,0,0,0,0,0
1991/92,Hungary,0,0,0,0,0
1991/92,Serbia,0,0,0,0,0
1991/92,Poland,0,0,0,0,0
1990/91,England,0,0,0,0,0
1990/91,Germany,0,0,0,0,0
1990/91,Norway,0,0,0,0,0
1990/91,Italy,4,2,2,1,4
1990/91,Scotland,0,0,0,0,0
1990/91,Spain,0,0,0,0,0
1990/91,France,0,0,0,0,0
1990/91,Portugal,1,1,0,0,2
1990/91,Holland,0,0,0,0,0
1990/91,Belgium,1,0,0,0,1
1990/91,Crotia,0,0,0,0,0
1990/91,Czechia,0,0,0,0,0
1990/91,Denmark,1,1,0,0,2
1990/91,Ukraine,0,0,0,0,0
1990/91,Switzerland,0,0,0,0,0
1990/91,Austria,0,0,0,0,0
1990/91,Russia,1,0,0,0,1
1990/91,Turkiye,0,0,0,0,0
1990/91,Romania,0,0,0,0,0
1990/91,Bulgaria,0,0,0,0,0
1990/91,Greece,0,0,0,0,0
1990/91,Israel,0,0,0,0,0
1990/91,Sweden,0,0,0,0,0
1990/91,Bosnia and Herzegovina,0,0,0,0,0
1990/91,Belarus,0,0,0,0,0
1990/91,Hungary,0,0,0,0,0
1990/91,Serbia,0,0,0,0,0
1990/91,Poland,0,0,0,0,0
1898/90,England,0,0,0,0,0
1898/90,Germany,3,2,0,0,2
1898/90,Norway,0,0,0,0,0
1898/90,Italy,2,2,2,1,4
1898/90,Scotland,0,0,0,0,0
1898/90,Spain,0,0,0,0,0
1898/90,France,1,0,0,0,1
1898/90,Portugal,0,0,0,0,0
1898/90,Holland,0,0,0,0,0
1898/90,Belgium,2,0,0,0,1
1898/90,Crotia,0,0,0,0,0
1898/90,Czechia,0,0,0,0,0
1898/90,Denmark,0,0,0,0,0
1898/90,Ukraine,0,0,0,0,0
1898/90,Switzerland,0,0,0,0,0
1898/90,Austria,0,0,0,0,0
1898/90,Russia,0,0,0,0,0
1898/90,Turkiye,0,0,0,0,0
1898/90,Romania,0,0,0,0,0
1898/90,Bulgaria,0,0,0,0,0
1898/90,Greece,0,0,0,0,0
1898/90,Israel,0,0,0,0,0
1898/90,Sweden,0,0,0,0,0
1898/90,Bosnia and Herzegovina,0,0,0,0,0
1898/90,Belarus,0,0,0,0,0
1898/90,Hungary,0,0,0,0,0
1898/90,Serbia,0,0,0,0,0
1898/90,Poland,0,0,0,0,0
1988/89,England,0,0,0,0,0
1988/89,Germany,3,3,1,0,3
1988/89,Norway,0,0,0,0,0
1988/89,Italy,2,1,1,1,4
1988/89,Scotland,1,0,0,0,1
1988/89,Spain,1,0,0,0,1
1988/89,France,0,0,0,0,0
1988/89,Portugal,0,0,0,0,0
1988/89,Holland,0,0,0,0,0
1988/89,Belgium,0,0,0,0,0
1988/89,Crotia,0,0,0,0,0
1988/89,Czechia,0,0,0,0,0
1988/89,Denmark,0,0,0,0,0
1988/89,Ukraine,0,0,0,0,0
1988/89,Switzerland,0,0,0,0,0
1988/89,Austria,0,0,0,0,0
1988/89,Russia,0,0,0,0,0
1988/89,Turkiye,0,0,0,0,0
1988/89,Romania,1,0,0,0,1
1988/89,Bulgaria,0,0,0,0,0
1988/89,Greece,0,0,0,0,0
1988/89,Israel,0,0,0,0,0
1988/89,Sweden,0,0,0,0,0
1988/89,Bosnia and Herzegovina,0,0,0,0,0
1988/89,Belarus,0,0,0,0,0
1988/89,Hungary,0,0,0,0,0
1988/89,Serbia,0,0,0,0,0
1988/89,Poland,0,0,0,0,0
1987/88,England,0,0,0,0,0
1987/88,Germany,2,2,1,1,4
1987/88,Norway,0,0,0,0,0
1987/88,Italy,1,0,0,0,1
1987/88,Scotland,0,0,0,0,0
1987/88,Spain,2,1,1,0,3
1987/88,France,0,0,0,0,0
1987/88,Portugal,0,0,0,0,0
1987/88,Holland,0,0,0,0,0
1987/88,Belgium,1,1,0,0,2
1987/88,Crotia,0,0,0,0,0
1987/88,Czechia,1,0,0,0,1
1987/88,Denmark,0,0,0,0,0
1987/88,Ukraine,0,0,0,0,0
1987/88,Switzerland,0,0,0,0,0
1987/88,Austria,0,0,0,0,0
1987/88,Russia,0,0,0,0,0
1987/88,Turkiye,0,0,0,0,0
1987/88,Romania,0,0,0,0,0
1987/88,Bulgaria,0,0,0,0,0
1987/88,Greece,1,0,0,0,1
1987/88,Israel,0,0,0,0,0
1987/88,Sweden,0,0,0,0,0
1987/88,Bosnia and Herzegovina,0,0,0,0,0
1987/88,Belarus,0,0,0,0,0
1987/88,Hungary,0,0,0,0,0
1987/88,Serbia,0,0,0,0,0
1987/88,Poland,0,0,0,0,0
1986/87,England,0,0,0,0,0
1986/87,Germany,1,1,0,0,2
1986/87,Norway,0,0,0,0,0
1986/87,Italy,2,0,0,0,1
1986/87,Scotland,1,1,1,0,3
1986/87,Spain,1,0,0,0,1
1986/87,France,0,0,0,0,0
1986/87,Portugal,1,0,0,0,1
1986/87,Holland,0,0,0,0,0
1986/87,Belgium,0,0,0,0,0
1986/87,Crotia,0,0,0,0,0
1986/87,Czechia,0,0,0,0,0
1986/87,Denmark,0,0,0,0,0
1986/87,Ukraine,0,0,0,0,0
1986/87,Switzerland,0,0,0,0,0
1986/87,Austria,1,1,0,0,2
1986/87,Russia,0,0,0,0,0
1986/87,Turkiye,0,0,0,0,0
1986/87,Romania,0,0,0,0,0
1986/87,Bulgaria,0,0,0,0,0
1986/87,Greece,0,0,0,0,0
1986/87,Israel,0,0,0,0,0
1986/87,Sweden,1,1,1,1,4
1986/87,Bosnia and Herzegovina,0,0,0,0,0
1986/87,Belarus,0,0,0,0,0
1986/87,Hungary,0,0,0,0,0
1986/87,Serbia,0,0,0,0,0
1986/87,Poland,0,0,0,0,0
1985/86,England,0,0,0,0,0
1985/86,Germany,1,1,1,0,3
1985/86,Norway,0,0,0,0,0
1985/86,Italy,1,1,0,0,2
1985/86,Scotland,0,0,0,0,0
1985/86,Spain,1,1,1,1,4
1985/86,France,1,0,0,0,1
1985/86,Portugal,1,0,0,0,1
1985/86,Holland,0,0,0,0,0
1985/86,Belgium,1,1,0,0,2
1985/86,Crotia,1,0,0,0,1
1985/86,Czechia,0,0,0,0,0
1985/86,Denmark,0,0,0,0,0
1985/86,Ukraine,0,0,0,0,0
1985/86,Switzerland,1,0,0,0,1
1985/86,Austria,0,0,0,0,0
1985/86,Russia,0,0,0,0,0
1985/86,Turkiye,0,0,0,0,0
1985/86,Romania,0,0,0,0,0
1985/86,Bulgaria,0,0,0,0,0
1985/86,Greece,0,0,0,0,0
1985/86,Israel,0,0,0,0,0
1985/86,Sweden,0,0,0,0,0
1985/86,Bosnia and Herzegovina,0,0,0,0,0
1985/86,Belarus,0,0,0,0,0
1985/86,Hungary,0,0,0,0,0
1985/86,Serbia,0,0,0,0,0
1985/86,Poland,0,0,0,0,0
1984/85,England,2,0,0,0,2
1984/85,Germany,1,0,0,0,1
1984/85,Norway,0,0,0,0,0
1984/85,Italy,1,1,0,0,2
1984/85,Scotland,0,0,0,0,0
1984/85,Spain,1,1,1,1,4
1984/85,France,0,0,0,0,0
1984/85,Portugal,0,0,0,0,0
1984/85,Holland,0,0,0,0,0
1984/85,Belgium,0,0,0,0,0
1984/85,Crotia,0,0,0,0,0
1984/85,Czechia,0,0,0,0,0
1984/85,Denmark,0,0,0,0,0
1984/85,Ukraine,0,0,0,0,0
1984/85,Switzerland,0,0,0,0,0
1984/85,Austria,0,0,0,0,0
1984/85,Russia,0,0,0,0,0
1984/85,Turkiye,0,0,0,0,0
1984/85,Romania,0,0,0,0,0
1984/85,Bulgaria,0,0,0,0,0
1984/85,Greece,0,0,0,0,0
1984/85,Israel,0,0,0,0,0
1984/85,Sweden,0,0,0,0,0
1984/85,Bosnia and Herzegovina,1,1,0,0,2
1984/85,Belarus,1,0,0,0,1
1984/85,Hungary,1,1,1,0,3
1984/85,Serbia,0,0,0,0,0
1984/85,Poland,0,0,0,0,0
1983/84,England,2,2,1,1,4
1983/84,Germany,0,0,0,0,0
1983/84,Norway,0,0,0,0,0
1983/84,Italy,0,0,0,0,0
1983/84,Scotland,0,0,0,0,0
1983/84,Spain,0,0,0,0,0
1983/84,France,0,0,0,0,0
1983/84,Portugal,0,0,0,0,0
1983/84,Holland,0,0,0,0,0
1983/84,Belgium,1,1,1,0,3
1983/84,Crotia,1,1,0,0,2
1983/84,Czechia,1,0,0,0,1
1983/84,Denmark,0,0,0,0,0
1983/84,Ukraine,0,0,0,0,0
1983/84,Switzerland,0,0,0,0,0
1983/84,Austria,2,0,0,0,1
1983/84,Russia,1,0,0,0,1
1983/84,Turkiye,0,0,0,0,0
1983/84,Romania,0,0,0,0,0
1983/84,Bulgaria,0,0,0,0,0
1983/84,Greece,0,0,0,0,0
1983/84,Israel,0,0,0,0,0
1983/84,Sweden,0,0,0,0,0
1983/84,Bosnia and Herzegovina,0,0,0,0,0
1983/84,Belarus,0,0,0,0,0
1983/84,Hungary,0,0,0,0,0
1983/84,Serbia,0,0,0,0,0
1983/84,Poland,0,0,0,0,0
1982/83,England,0,0,0,0,0
1982/83,Germany,1,0,0,0,1
1982/83,Norway,0,0,0,0,0
1982/83,Italy,1,0,0,0,1
1982/83,Scotland,1,0,0,0,1
1982/83,Spain,1,0,0,0,1
1982/83,France,0,0,0,0,0
1982/83,Portugal,1,1,1,0,3
1982/83,Holland,0,0,0,0,0
1982/83,Belgium,1,1,1,1,4
1982/83,Crotia,0,0,0,0,0
1982/83,Czechia,1,1,0,0,2
1982/83,Denmark,0,0,0,0,0
1982/83,Ukraine,0,0,0,0,0
1982/83,Switzerland,0,0,0,0,0
1982/83,Austria,0,0,0,0,0
1982/83,Russia,0,0,0,0,0
1982/83,Turkiye,0,0,0,0,0
1982/83,Romania,1,1,0,0,2
1982/83,Bulgaria,0,0,0,0,0
1982/83,Greece,0,0,0,0,0
1982/83,Israel,0,0,0,0,0
1982/83,Sweden,0,0,0,0,0
1982/83,Bosnia and Herzegovina,0,0,0,0,0
1982/83,Belarus,0,0,0,0,0
1982/83,Hungary,0,0,0,0,0
1982/83,Serbia,0,0,0,0,0
1982/83,Poland,0,0,0,0,0
1981/82,England,0,0,0,0,0
1981/82,Germany,2,2,1,0,3
1981/82,Norway,0,0,0,0,0
1981/82,Italy,0,0,0,0,0
1981/82,Scotland,1,0,0,0,1
1981/82,Spain,2,0,0,0,1
1981/82,France,0,0,0,0,0
1981/82,Portugal,0,0,0,0,0
1981/82,Holland,0,0,0,0,0
1981/82,Belgium,0,0,0,0,0
1981/82,Crotia,0,0,0,0,0
1981/82,Czechia,0,0,0,0,0
1981/82,Denmark,0,0,0,0,0
1981/82,Ukraine,0,0,0,0,0
1981/82,Switzerland,1,0,0,0,1
1981/82,Austria,0,0,0,0,0
1981/82,Russia,0,0,0,0,0
1981/82,Turkiye,0,0,0,0,0
1981/82,Romania,0,0,0,0,0
1981/82,Bulgaria,0,0,0,0,0
1981/82,Greece,0,0,0,0,0
1981/82,Israel,0,0,0,0,0
1981/82,Sweden,1,1,1,1,4
1981/82,Bosnia and Herzegovina,0,0,0,0,0
1981/82,Belarus,0,0,0,0,0
1981/82,Hungary,0,0,0,0,0
1981/82,Serbia,1,1,0,0,2
1981/82,Poland,0,0,0,0,0
1980/81,England,1,1,1,1,4
1980/81,Germany,1,1,0,0,2
1980/81,Norway,0,0,0,0,0
1980/81,Italy,0,0,0,0,0
1980/81,Scotland,0,0,0,0,0
1980/81,Spain,0,0,0,0,0
1980/81,France,2,1,0,0,2
1980/81,Portugal,0,0,0,0,0
1980/81,Holland,1,1,1,0,3
1980/81,Belgium,2,0,0,0,1
1980/81,Crotia,0,0,0,0,0
1980/81,Czechia,0,0,0,0,0
1980/81,Denmark,0,0,0,0,0
1980/81,Ukraine,0,0,0,0,0
1980/81,Switzerland,1,0,0,0,1
1980/81,Austria,0,0,0,0,0
1980/81,Russia,0,0,0,0,0
1980/81,Turkiye,0,0,0,0,0
1980/81,Romania,0,0,0,0,0
1980/81,Bulgaria,0,0,0,0,0
1980/81,Greece,0,0,0,0,0
1980/81,Israel,0,0,0,0,0
1980/81,Sweden,0,0,0,0,0
1980/81,Bosnia and Herzegovina,0,0,0,0,0
1980/81,Belarus,0,0,0,0,0
1980/81,Hungary,0,0,0,0,0
1980/81,Serbia,0,0,0,0,0
1980/81,Poland,0,0,0,0,0
1979/80,England,0,0,0,0,0
1979/80,Germany,5,4,2,1,4
1979/80,Norway,0,0,0,0,0
1979/80,Italy,0,0,0,0,0
1979/80,Scotland,0,0,0,0,0
1979/80,Spain,0,0,0,0,0
1979/80,France,1,0,0,0,1
1979/80,Portugal,0,0,0,0,0
1979/80,Holland,0,0,0,0,0
1979/80,Belgium,0,0,0,0,0
1979/80,Crotia,0,0,0,0,0
1979/80,Czechia,1,0,0,0,1
1979/80,Denmark,0,0,0,0,0
1979/80,Ukraine,0,0,0,0,0
1979/80,Switzerland,0,0,0,0,0
1979/80,Austria,0,0,0,0,0
1979/80,Russia,0,0,0,0,0
1979/80,Turkiye,0,0,0,0,0
1979/80,Romania,0,0,0,0,0
1979/80,Bulgaria,1,0,0,0,1
1979/80,Greece,0,0,0,0,0
1979/80,Israel,0,0,0,0,0
1979/80,Sweden,0,0,0,0,0
1979/80,Bosnia and Herzegovina,0,0,0,0,0
1979/80,Belarus,0,0,0,0,0
1979/80,Hungary,0,0,0,0,0
1979/80,Serbia,0,0,0,0,0
1979/80,Poland,0,0,0,0,0
1978/79,England,2,0,0,0,1
1978/79,Germany,3,3,1,1,4
1978/79,Norway,0,0,0,0,0
1978/79,Italy,0,0,0,0,0
1978/79,Scotland,0,0,0,0,0
1978/79,Spain,0,0,0,0,0
1978/79,France,0,0,0,0,0
1978/79,Portugal,0,0,0,0,0
1978/79,Holland,0,0,0,0,0
1978/79,Belgium,0,0,0,0,0
1978/79,Crotia,0,0,0,0,0
1978/79,Czechia,1,0,0,0,1
1978/79,Denmark,0,0,0,0,0
1978/79,Ukraine,0,0,0,0,0
1978/79,Switzerland,0,0,0,0,0
1978/79,Austria,0,0,0,0,0
1978/79,Russia,0,0,0,0,0
1978/79,Turkiye,0,0,0,0,0
1978/79,Romania,0,0,0,0,0
1978/79,Bulgaria,0,0,0,0,0
1978/79,Greece,0,0,0,0,0
1978/79,Israel,0,0,0,0,0
1978/79,Sweden,0,0,0,0,0
1978/79,Bosnia and Herzegovina,0,0,0,0,0
1978/79,Belarus,0,0,0,0,0
1978/79,Hungary,1,0,0,0,1
1978/79,Serbia,1,1,1,0,3
1978/79,Poland,0,0,0,0,0
1977/78,England,1,0,0,0,1
1977/78,Germany,3,0,0,0,1
1977/78,Norway,0,0,0,0,0
1977/78,Italy,0,0,0,0,0
1977/78,Scotland,0,0,0,0,0
1977/78,Spain,1,1,0,0,2
1977/78,France,1,1,1,0,3
1977/78,Portugal,0,0,0,0,0
1977/78,Holland,1,1,1,1,4
1977/78,Belgium,0,0,0,0,0
1977/78,Crotia,0,0,0,0,0
1977/78,Czechia,0,0,0,0,0
1977/78,Denmark,0,0,0,0,0
1977/78,Ukraine,0,0,0,0,0
1977/78,Switzerland,1,1,0,0,2
1977/78,Austria,0,0,0,0,0
1977/78,Russia,0,0,0,0,0
1977/78,Turkiye,0,0,0,0,0
1977/78,Romania,0,0,0,0,0
1977/78,Bulgaria,0,0,0,0,0
1977/78,Greece,0,0,0,0,0
1977/78,Israel,0,0,0,0,0
1977/78,Sweden,0,0,0,0,0
1977/78,Bosnia and Herzegovina,0,0,0,0,0
1977/78,Belarus,0,0,0,0,0
1977/78,Hungary,0,0,0,0,0
1977/78,Serbia,0,0,0,0,0
1977/78,Poland,0,0,0,0,0
1976/77,England,1,0,0,0,1
1976/77,Germany,1,0,0,0,1
1976/77,Norway,0,0,0,0,0
1976/77,Italy,1,1,1,1,4
1976/77,Scotland,0,0,0,0,0
1976/77,Spain,2,1,1,0,3
1976/77,France,0,0,0,0,0
1976/77,Portugal,0,0,0,0,0
1976/77,Holland,1,0,0,0,1
1976/77,Belgium,1,1,0,0,2
1976/77,Crotia,0,0,0,0,0
1976/77,Czechia,0,0,0,0,0
1976/77,Denmark,0,0,0,0,0
1976/77,Ukraine,0,0,0,0,0
1976/77,Switzerland,0,0,0,0,0
1976/77,Austria,0,0,0,0,0
1976/77,Russia,0,0,0,0,0
1976/77,Turkiye,0,0,0,0,0
1976/77,Romania,0,0,0,0,0
1976/77,Bulgaria,0,0,0,0,0
1976/77,Greece,1,1,0,0,2
1976/77,Israel,0,0,0,0,0
1976/77,Sweden,0,0,0,0,0
1976/77,Bosnia and Herzegovina,0,0,0,0,0
1976/77,Belarus,0,0,0,0,0
1976/77,Hungary,0,0,0,0,0
1976/77,Serbia,0,0,0,0,0
1976/77,Poland,0,0,0,0,0
1975/76,England,1,1,1,1,4
1975/76,Germany,2,1,0,0,2
1975/76,Norway,0,0,0,0,0
1975/76,Italy,1,0,0,0,1
1975/76,Scotland,0,0,0,0,0
1975/76,Spain,1,1,0,0,2
1975/76,France,0,0,0,0,0
1975/76,Portugal,0,0,0,0,0
1975/76,Holland,0,0,0,0,0
1975/76,Belgium,1,1,1,0,3
1975/76,Crotia,0,0,0,0,0
1975/76,Czechia,0,0,0,0,0
1975/76,Denmark,0,0,0,0,0
1975/76,Ukraine,0,0,0,0,0
1975/76,Switzerland,0,0,0,0,0
1975/76,Austria,0,0,0,0,0
1975/76,Russia,0,0,0,0,0
1975/76,Turkiye,0,0,0,0,0
1975/76,Romania,0,0,0,0,0
1975/76,Bulgaria,1,0,0,0,1
1975/76,Greece,0,0,0,0,0
1975/76,Israel,0,0,0,0,0
1975/76,Sweden,0,0,0,0,0
1975/76,Bosnia and Herzegovina,0,0,0,0,0
1975/76,Belarus,0,0,0,0,0
1975/76,Hungary,0,0,0,0,0
1975/76,Serbia,0,0,0,0,0
1975/76,Poland,1,0,0,0,1
1974/75,England,0,0,0,0,0
1974/75,Germany,3,2,1,1,4
1974/75,Norway,0,0,0,0,0
1974/75,Italy,1,1,0,0,2
1974/75,Scotland,0,0,0,0,0
1974/75,Spain,0,0,0,0,0
1974/75,France,0,0,0,0,0
